transaction_id,gl_account,amount,period,scenario,entity,business_unit,date,counterparty,labels
current_year-8200-P05-1,8200,-8000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Tax authority,
current_year-4000-P06-1,4000,215000.00,6,current_year,FIRM,CONSULTING,2026-06-28,Client billings,
current_year-4100-P06-1,4100,60000.00,6,current_year,FIRM,CONSULTING,2026-06-28,Intercompany,
current_year-5000-P06-1,5000,-15000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Atlas Digital Ltd,project_rampup
current_year-5300-P06-1,5300,-5000.00,6,current_year,FIRM,CONSULTING,2026-06-10,MediaBuy Co,
current_year-5300-P06-2,5300,-8000.00,6,current_year,FIRM,CONSULTING,2026-06-20,MediaBuy Co,Campaign Mar-2026
current_year-5200-P06-1,5200,-7000.00,6,current_year,FIRM,CONSULTING,2026-06-12,Sundry travel,
current_year-5200-P06-2,5200,-6000.00,6,current_year,FIRM,CONSULTING,2026-06-18,Lisbon Events,Team offsite - Lisbon
current_year-7200-P06-1,7200,-6000.00,6,current_year,FIRM,CONSULTING,2026-06-05,CloudCo,
current_year-7200-P06-2,7200,-9000.00,6,current_year,FIRM,CONSULTING,2026-06-22,DataPlatform Inc,Annual license - DataPlatform
current_year-6200-P06-1,6200,-25000.00,6,current_year,FIRM,CONSULTING,2026-06-25,Partner draws,
current_year-6200-P06-2,6200,-10000.00,6,current_year,FIRM,CONSULTING,2026-06-30,Partner accrual,Partner performance accrual Q1
current_year-5100-P06-1,5100,-8000.00,6,current_year,FIRM,CONSULTING,2026-06-15,BizDev programs,
current_year-6000-P06-1,6000,-120000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Payroll,
current_year-6100-P06-1,6100,-15000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Office expenses,
current_year-6300-P06-1,6300,-8000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Project costs,
current_year-7000-P06-1,7000,-18000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Admin payroll,
current_year-7100-P06-1,7100,-3000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Counsel LLP,
current_year-7300-P06-1,7300,-12000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Landlord SA,
current_year-8000-P06-1,8000,-5000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Depreciation,
current_year-8100-P06-1,8100,-1500.00,6,current_year,FIRM,CONSULTING,2026-06-15,Bank,
current_year-8200-P06-1,8200,-8000.00,6,current_year,FIRM,CONSULTING,2026-06-15,Tax authority,
